Title	Complement	POS_1	Definition_1	POS_2	Definition_2	POS_3	Definition_3	POS_4	Definition_4	POS_5	Definition_5	POS_6	Definition_6
Իւրովի		adv.	of or by himself; spontaneously, voluntarily, of his own free will;	adj.	his, her; — զիւր անձն անիծանէ, he curses himself; ինքն — կործանէ զանձն չարութիւնն, malice prepares its own punishment; — երթալ, to go personally; զ— երթալ, to commit suicide.								
Իւրովսանն		adv.	as much as he could, as much as lay in his power, as much as is possible for him, his best.										
Իւրութիւն	ութեան	s.	the act of appropriation; property, substance.										
Իւրուրոյն		adj.	his, his own.										
<letter>Լ</letter> (lioun)		s.	the twelfth letter of the alphabet, and the seventh of the consonants; thirty, thirtieth.										
Լաբիւրինթոս			cf. Բաւիղ.										
Լագութիւն	ութեան	s.	luxury; debauchery, disorderly conduct, excess.										
Լազուարթ		s.	lapis lazuli.										
Լաժուարդ			cf. Լազուարթ.										
*Լաթ			cf. Ձորձ.										
Լաժուրդ		s.	ultramarine										
Լալ	ի	s.	balass ruby.										
Լալ	ոյ	s.	cf. Լալիւն; զ— հարկանել՝ առնուլ, to wail, to weep, to lament, to deplore; to be in mourning.										
Լալագին		adj.	tearful, pitiful, rueful, weeping, in tears;	adv.	tearfully, all in tears.								
Լալական	ի, աց	adj.	that weeps, plaintive, mournful, dreary, sad; groaning, moaning, wailing; —ք, female mourners, hired female weepers at funerals, mutes; —ն, faculty of weeping.										
Լալականչ		adj.	crying (like a child).										
Լալահառաչ		adj.	broken by sighs and sobs, groaning, moaning, wailing.										
Լալետղ	ետեղ	s.	place for weeping.										
Լալատեղ	ի		cf. Լալետղ.										
Լալի		adj.	weeping, in tears.										
Լալիւն		s.	weeping, bewailing, tears, lamentation, mourning, groaning; լալ ի լալիւն՝ լալիւն մեծ, to melt or burst into tears, to weep bitterly, to shed a shower of tears, to shed bitter tears; լալիս դնել, to weep, to cry, to groan; լալիք, mourning, time of mourning.										
Լալիք	լեաց		cf. Լալիւն.										
Լալութիւն	ութեան	s.	cf. Լալիւն.										
Լալումն	ման	s.	cf. Լալիւն.										
Լալկան			cf. Լալական.										
Լալօնք	նից	s.	cf. Լալիւն; cf. Լալետղ.										
Լախուր	ի	s.	apium; նեմէական — (ի յաղթանակս ողիմպեանս), a crown of apium (in the Nemean games).										
Լախտ	իւ	s.	club, mace, mall, bat; ոստախիտ —, knotty club.										
Լակ		s.	licking, lapping; dog-por-ridge, (made of meal and water for the dogs); bread boiled in water.										
Լական	ի, աց		cf. Կոնք.										
Լակագէտ		s.	a. sorcerer by means of a basin full of water.										
Լակեմ	եցի	va.	to lap up, to lick up.										
Լակիշ			cf. Ղակիշ.										
Լակոնաբան		adj.	laconic.										
Լակոնաբանութիւն	ութեան	s.	laconism.										
Լակոնական	ի, աց	adj.	laconic, short, concise; — ոճ, laconism; — ոճով, laconically, briefly; վարել զոճ —, to be laconic, to speak laconically, to express much in few words.										
Լակոնացի	ցւոյ	adj. s.	Laconic; Spartan; Lacedaemonian										
Լակոտ	ի, կոտոյ	s.	puppy, pup, whelp; cf. Սկունդ.										
Լաճ		s.	boy, lad; waiter; pot-boy; shop-boy; page, servant; serf.										
Լամ	ացի, ացայ, լաց	vn.	to weep, to shed tears, to cry; — դառնապէս, to weep bitterly, to shed bitter tears; — վայրապար, զ— կեղծաւորիլ, to have tears at command; — ի ծաղուէ, to cry with laughing; — զմեղս իւր, to mourn for, or bewail one's sins; — զոք or ի վերայ ուրուք, to weep, to bewail, to deplore some one; cf. Լալիւն.										
Լամա		s.	lama, (the human idol of the Asiatic Tartars);	zool.	lama, (a South American beast of burden).								
Լամայականութիւն	ութեան	s.	lamaism, lama-worship.										
Լամբ	աց	s.	ring, circle, hoop, handle; buckle, staple;	mech.	axle-bearing.								
Լամբատք	տաց	s. pl.	torches, flam-beaux; a sort of meteor like a torch.										
Լամբար			cf. Ղամբար.										
Լամբեմ	եցի	vn.	to bear, to carry.										
Լամբիւրինթոս		s.	labyrinth; — կրետացի, the — of Crete;		cf. Բաւիղ.								
Լամբրինթ			cf. Լամբիւրինթոս.										
Լայն	ից	adj.	large, broad, ample, vast, spacious, extensive; գետ ի — ծաւալեալ, a mighty mass of flowing water, an immense, or over flowing river; բարձր եւ — հասակաւ, a tall and stout man, fleshy, corpulent.										
Լայնագոյն		adj.	wider, more ample, very extensive; —ս, largely, copiously, amply.										
Լայնադէմ		adj.	having a bloated face, whose features are too large.										
Լայնադիր		adj.	of a wide and roomy situation.										
Լայնաթեւ		adj.	having very large wings (the eagle).										
Լայնաթիկունք			cf. Թիկնաւէտ.										
Լայնալանջ		adj.	high chested, broad chested; — երասանակք, rudders, helms.										
Լայնալիճ		adj.	well-bent (bow);	s.	a well-braced bow, a great and strong bow, a far-shooting bow.								
Լայնալիր			cf. Լայնատարած.										
Լայնախորհուրդ		adj.	that has great longanimity, or great forbearance, very patient.										
Լայնածաւալ		adj.	cf. Լայնասփիւռ.										
Լայնակամար		adj.	that has a large girdle, or zone.										
Լայնակայլակ		adj.	flowing copiously.										
Լայնական			cf. Լայն.										
Լայնակօս		adj.	having wide and deep furrows										
Լայնահանճար		adj.	of a great wit.										
Լայնաձիգ		adj.	long-drawn, far stretched, long and large; —ք երկրի, the immense size of the earth.										
Լայնաճակատ		adj.	having a large forehead.										
Լայնանամ	ացայ	vn.	to widen, to stretch, to extend, to grow larger, to branch out; — մարմնոյ, թիկանց, to pick up flesh, to fatten, to get fat, plump, chubby, stout.										
Լայնանիստ		adj.	spacious, extensive, vast.										
Լայնապատկեր			cf. Լայնադէմ.										
Լայնաջիլ		s.	cf. Ամոլաջիլ.										
Լայնասաղարթ		adj.	large-leafed, or branched.										
Լայնասփիւռ		adj.	far-spread, great, extensive, ample, vast, spacious; ի — դաշտի, in the middle of a large plain.										
Լայնատարած			cf. Լայնասփիւռ.										
Լայնատարր			cf. Լայնասփիւռ.										
Լայնացուցանեմ	ուցի	va.	to widen, to enlarge, to extend; to dilate, to stretch; to unfold, to unrol, to draw out, to spread, to open.										
Լայնեմ	եցի	va.	cf. Լայնացուցանեմ.										
Լայնափողոց	աց	s.	wide street;	adj.	of wide streets.								
Լայնափորտ		s. adj.	wide dalmatic.										
Լայնեղունգն		adj.	having wide nails (human), hoofs (horses).										
Լայնեղունկն			cf. Լայնեղունգն.										
Լայներես			cf. Լայնադէմ.										
Լայնեցուցանեմ	ուցի	va.	cf. Լայնացուցանեմ.										
Լայնիմ	եցայ	vn.	to be widened, enlarged, extended; — շրթամբք, to prate, to chatter, to blab, to croak; — ամենայն անցաւորաց ճանապարհի, to abbandon, or prostitute one's elf to every passer by.										
Լայնշի		adj.	rather large, wide; flat.										
Լայնոտն		adj.	large-footed or web-footed, palmipede.										
Լայնութիւն	ութեան	s.	width, breadth, extent, space, size; enlargement;	geog.	latitude;	ast.	amplitude.						
Լայնուցք		s.	cf. Լայնութիւն.										
Լայնումն	ման	s.	cf. Լայնութիւն.										
Լայնտերեւի	ւոյ	s. bot.	catalpa.										
Լայնտերեւուկ		s. bot.	holy-thistle.										
Լայքայ	ի	s.	lake, gum-lake; cf. Դոճ.										
Լանջաբերձ		adj.	high breasted; up to the breast.										
Լանջագեղ		adj.	that ornaments the neck.										
Լանջագեղ կամար		sn.	scarf, shawl; stomacher, stays.										
Լանջական	ի, աց	adj.	thoracic.										
Լանջակից		adj.	in mutual embrace; լանջակից լինիմ, to embrace each other, to be embraced.										
Լանջակողմն	մանց	s.	the shoulder (that part of a mountain which lies between the summit and the middle).										
Լանջապահ		s.	corselet, habergeon, cuirass, breastplate.										
Լանջապան			cf. Լանջապահ.										
Լանջապանակ	աց		cf. Լանջապահ.										
Լանջք	ջաց	s. pl.	lungs, breast, chest; throat, thorax.										
Լաշկամաշկ			cf. Լեշկամաշկ.										
Լաշկար	ի, աւ	s.	army, troop, power; battalion, regiment.										
Լաշհաւ		s. zool.	condor.										
*Լաչակ			cf. Քող.										
Լապատ		s. bot.	lapathum (a purgative plant); cf. Աւելուկ.										
Լապտեր	աց	s.	lantern.										
Լապտերագործ		s.	lantern-maker.										
Լապտերակալ		s.	lantern-bearing.										
Լապտերավաճառ		s.	lantern-seller.										
Լաստ	ից	s.	train of boats; raft, float; vessel, ship, boat; Noahs ark; bedstead;	mar.	keel of a ship.								
Լաստակոտոր առնեմ		sv.	to break, or take to pieces, or destroy a raft or ship; to sink.										
Լաստափայտ	ից	s.	float or raft of timber; ship.										
Լաստեմ	եցի	va.	to build or construct; to put in a serviceable state; to get ready.										
Լաստենի	նւոյ	s. bot.	alder-tree; timber adapted for shipbuilding.										
Լատան		s. med.	laudanum, opiate.										
Լատանենի	նւոյ	s. bot.	Bourbon-palm, macaw-tree.										
Լատին	ի	adj.	latin; — բարբառ, the latin language; — եկեղեցի, the latin church.										
Լատինաբանութիւն	ութեան	s.	latinism, latin idiom.										
